name,comment,star
JeffDuc,"Sau 2 tuần vọc thì: Ưu: sạc nhanh, pin trâu. Camera 25M nhưng chụp quay cứ gọi là tạm được thôi. Tốc độ máy nhanh, vào liên quân max speed. Kiểu dáng teen năng động Nhược: cảm ứng vân tay chỉ dùng lúc tay không ẩm và phải bấm đúng quy cách mới ăn. Đôi khi mở youtube chậm chờ tầm hơn 10s mới load xong ( app youtube cài sẵn và đã update). Tải chương trình trên store có vẻ cứ 100% là phải chờ tí mới xong quá trình cài. Login các apps bằng tk google hay bị đơ, chậm... Chốt: sản phẩm vừa túi tiền, hiệu năng tốt. Ai có ý định mua mấy em thấp giá hơn thì để dành thêm chút lên em này luôn, ai định quất mấy em a70, a80 thì khuyên làm luôn máy phân khúc cao cấp chứ sài mấy thằng cận cao A70, A80 giá đã khoai rồi mà hiệu năng tầm trung trung không khác gì thằng A50 này lại phí tiền.",4
Nguyen Van Phuc,Mình rất thích ở cấu hình của nó rất mạnh và chụp hình của A50 và màn hình tràn viền nhìn thật là bắt mắt,4
Quang,Đt ngon lắm cam cũng đc chip rất ngon và pin cũng v dầu vân tay thì các bạn nên để lâu một chút để nó nhận thiết kế đẹp ns chung là ngon nhất tầm giá,5
HÙNg,"Mới mua đc 1 tuần Máy thì hay bị đơ, loạn máy, cảm biến vân tay 50 lần may ra đc 1 lần, cảm biến khuân mặt chập chờn. Liên tục phải nhập mk để mở khóa. Nói chung là mua máy này phí tiền",1
VƯơNg,Sóng 4g kém quá tgdđ. Có cách nào khắc phục ạ. Cảm biến vân tay nữa. Ko nhạy. Cảm ơn tgdđ ạ.,4
Annie,"Phải nói là rất tệ Mới mua dùng đươcn vài ngày mà lỗi tùm lum tùm la Cảm biến vân tay thì khôngnhạy ,máy đơ ,sạc trong nhiệt độ bình thường thì nóng như lửa dùng 10-20p gọi thì máy nóng hơn cả nóng loa rè mọi thứ đều không ổn nhân viên tư vấn không nhiệt tình không thiện cảm Ps:bảo sao nhiều đánh giá thấp như vậy ,thất vọng",1
Tran Khang,2 cái cái nào coi vd tren fb cũg bị giật lag khó chịu vãi. Cho 3s vì sự nhiệt tình của ah nv thui còn sp thì quá tệ,3
SƠN,Mình đã xài và cảm thấy rất ok trong tầm giá còn mấy bạn chê này nọ chắc xài hàng cao cấp qua rồi nên khi xài con này không vừa ý thôi.,5
Tran Khang,Ko biết bị sau chứ mua về lên coi vd trên fb lúc đầu rất mượt nhưg về sau thì giật coi rất khó chịu còn coi yt thì bt. Đêm đi đổi lại máy khác thì còn tệ hơn coi fb vẫn bị giật lag như trên pin thì ko bằg còn máy ttc kìa đổi lại cò nhug thư khác rất ok nhân viên phục vụ rất tận tình,3
Quang,hơn 2 tuần sài cảm giác pin tuột hơi nhanh và cảm biến vân tay sau 1 bản cập nhât có vẻ vãn chưa nhạy lắm còn lại về mặt cấu hình cũng như cam đều rất ổn,3
Tung,Máy mới mua đc một tuần để một đêm sáng hôm sau bật ko lên nguồn hỏi ra bị treo hệ điều hành máy mới mà dùng chán quá,2
Thanh,Sau khi sử dụng 2 tuần mình cảm thấy camera tốt chụp đẹp .pin sử dụng được 1 ngày lun ă .hiêu năng tốt chơi game thì khá mượt nhưng mình không thích cảm biến vân tay không được nhạy nếu vân tay được nâng cấp lên càng tốt. Tóm lại máy rất tốt đối với tôi,3
TrƯơNg Gia Huy,Máy tốt. Mượt. Pin trâu. Hút wf hơi kém.,5
PhuỜNg,Camera truớc để chính giữa nhìn khó chịu ghê Để camera trc qa 1 góc nhìn đẹp hơn... Cảm giác rộng màng hình nữa,4
ĐOÀN VŨ KiỆT,Mua được 4 ngày. Sp ko hài lòng lắm. Pin nhanh tuột .cảm ứng hơi loạn. Vân tay ko nhạy. Ko sài dc. Chơi liên quân giật lác,2
Chung,Thật sự mạng di động quá yếu...chơi game thi lang thôi rồi...mong có bản cập nhật vá lỗi rất buồn cho ss,1
QuỲNh,"mới mua đã bị lỗi, đổi máy mới, giờ lại bị như vậy. Không lên màn hình. Chán quá chán",1
TrẦN QuỐC ThÁI,Mọi thứ đều ổn ngoài viêc báo lỗi độ ẫm usb sạc thôi lâu lâu đơ màn hình nữa xin phản hồi và cách khắc phục,3
LƯU Quang HẢI,"sản phẩm này dùng đc, màn hình net, cam đẹp, pin khỏe, hiệu năng khá ổn định, giá hợp lý",3
Giang,"Mình mua đc 3 tuần. Đang dùng 6s plus dùng 1 sim thấy bí nên mua thêm 1 máy 2 sim dùng cho thích. Cảm nhận A50 cảm ứng nhanh mượt, mình mua màu trắng, pin khỏe thật đó dùng bình thg thì 1.5 ngày. Máy dùng mát, chỉ nóng nhẹ, màn hình rộng xem you tube, hoặc phim phóng to full hình 6.4 inches , xem bóng đá thích, máy chưa lên androi 9, cảm ứng khuôn mặt nhạy mình thấy hay cái này cứ đưa qua mặt là mở khóa, loa thì công nhận to thật, màn hình thì nền trắng hơi vàng, có thể chỉnh sang màu trắng đc cầm trên tay có cảm giác 6s plus vẫn sang hơn, A50 của mình ram 4 ghi, chỉ thấy có 1 lỗi là dùng 4gh khoảng 2-3 tiếng liên tục thì ko vào đc mạng 4g, để chế độ bay hoặc k động lại máy thì vào mạng 4g bình thg, còn lại ko 1 lỗi gì. Mình từng dùng Note5 và J7 pro thì thấy hình ảnh A50 chỉ hơn J7 pro một chút và ko bằng Note 5. Còn Chụp ảnh A50 nét, phóng to vẫn bị vỡ hình, hình ảnh chỉ ngang J7 pro, hình ảnh của Note5. 6s Plus thì ko bị bỡ hình mấy. A50 có sạc nhanh đầy pin đó khoảng 1,5 tiếng gì đó là đầy pin, tiếng mới đầy loại kiểu sạc mới, máy đời cũ ko dùng loại dây sạc của A50. Nói chung là máy dùng ok. 6s plus mà sạc đầy thì 3-5 tiếng",3
Phan QuỳNh Anh,"Nên mua con này lắm các bác, chạy mượt, chụp ảnh màu sáng tự nhiên camera khỏi chê, quá ngon rồi nhé",5
NhÂN,"Sản phẩm tuyệt vời, pin xài khỏe, màn hình đẹp, trải nghiệm rất okey. Yêu Samsung",5
YẾN ThẬP Tam,"Mấy bạn nói sao chứ tôi xài tốt, có gì đâu xài tốt chụp ảnh đẹp nè.",5
LÊ ThỊ Loan,"Tốt Mọi thứ rất ổn Không như mấy bạn nói sản phẩm quá tệ. Chụp hình max đẹp.không có gì để chê, game tạm ổn pin trâu xác nhanh, xài cũng đi mà mấy bạn bớt spam 1 sao đi nhé",5
ChiẾN,Tất cả mọi thứ đều ổn mượt nhưng máy của mình hay bị lỗi wifi hay mất mạng lướt facebook thì phải đợi load rất lâu xem youtube không thể xem đến 1080p toàn phải xem 360p thôi,4
HuỲNh NhỰT TrƯờNg,"Đang sài thì cảm ứng loan xạ, vài ngày sau thì bấm không ăn rồi giờ thì tắt đen luôn. Giờ tính sao đây😡",1
TiẾN,"Wifi bắt tốt , màn hình rộng , cấu hình trung hình vừa đủ chơi game , pin tốt , vân tay không nhạy lắm nhưng vẫn ổn",4
TuyỂN NhÂN TàI,Quá tốt tren tầm giá sử dụng mượt không lamg từ lúc mua đến giờ Đã cập nhật tất cả bản va lỗi pin ok Chip khỏe Pin trâu Ai chê nen coi cach sử dụng Với tui năm nay la thấy dòng A làm rất tốt Hhhh Ai chê coi lại đi nha,5
Thanh Hien,"Máy tê quá WiFi kém xem phim thì bị giật hoài, máy giá cao mà chất lượng không cao,mình sai dược 1 tháng bị trục trặc neu trên, thế giới di động dõi lại cho mình máy mới mà sai vẫn bị, rồi mình dem bảo hành sữa chữa lỗi, xong dem về sài vẫn bị tiếp, mà hãng nói kiểm tra máy không có lỗi, bo tay hãng luôn",1
Hien,"Máy sài không OK xem phim bi giật hoài dòng máy a50 này te quá, dem về hãng bảo hành rồi mà xem phim vẫn bị giật ,giá máy cao mà chất lượng không cao,buồn hãng samsung quá",1
Linh,Qá tệ ..cảm ứng vân tay k nhậy ..nhận diện khuôn mặt lúc đc lúc k..pin k trâu...sạc thì máy nóng..haizz thất vọng vs sp a50...,1
Phan Dac Thanh,máy bắt sóng kém quá..chơi game lag vãi luôn .còn mọi thứ dùng rất ok.mong có cách khắc phục ạ,3
BÙI Thanh SỸ,"Mới sài dc 3 hôm ..thất vọng về pin quá..ngủ 1 đêm 8h pin tuột 3 4% (tăt het wifi,ứng dụng)..",1
NguyỄN Minh ThiỆN,Dòng này hay bị đơ . Cảm ứng kém sau khi dùng 1 tháng . Chán . TGDD kiểm trả kỹ rồi hãy cho ra thị trường,1
HoÀNg VŨ,Mình thật sự không hiểu sau máy người say em A50 lại chê em a50 tệ đến như vậy. Còn mình say em nó cũng được 20ngay cảm nhận của mình em nó ok tắt ca mà. chỉ có cái cảm biến văn tay hoi chậm. Mình khuyến ae nào say a50 thêm 3lan dau văn tay thì ok hơn..,4
ĐàI,máy dùng một thời gian bị loạn cảm ứng liên tục chơi game cũng bị loạn mà vào Facebook cũng bị,4
TrẦN Trung TrÌNh,"Sao máy mình mỗi lần tắt nguồn thì mở nguồn lại không được,phải cắm sạc vào mới đc",2
TrẦN Trung TrÌNh,"Điện thoại mình mua 2 tháng,chế độ sạc thường lúc đc lúc không,pin lúc lâu hết lúc mau hết,tắt nguồn thì cần phải cắm sạc mới bật nguồn lên được là sao ạ",3
ĐặNg VĂN Nam,Mình mới mua được 10 ngày còn đổi máy dc ko. Cứ dùng được khoảng 2 đến ngày tự động mất tiếng cứ phải khởi động lại mới có tiếng.,1
TrƯơNg Minh KỲ,Máy sử dụng tốt. Sạc pin nhanh. Nhận diện khuôn mặt nhanh. Vân tay màn hình tiện sử dụng.,5
Long,"Sau khi cập nhật pm tháng 5 máy rất mượt,pin trâu,chụp ảnh đẹp. Rất hài lòng....",5
Đỗ VĂN QuÂN,"Sử dụng rất ok,nhưng mình có 1 thắc mắc ko biết cách bật Alway ondisplay.Mong nhận đk phản hồi sớm",4
HỒ Thanh VÂN,"Shop cho em hỏi em mua tối hôm 17/5 em sạc tới 5h sáng thì rút ra cả ngày em đi chơi với bạn lâu lâu lấy ra selfie mà 6h mấy tôiis còn 15% pin, em cắm vào sạc lúc 6h20 tối tới 8h tối thì 91% lúc mua nhân viên bảo sạc 4h mới đầy. máy như vậy có bị gì kh ạ",4
Tam,Hôm này cập nhập phiên bạn lên.18/5 thấy cột sông máng dù ..sống wifi mạnh chạy mượt cảm thấy hỏi thích ko biết về sau sẽ như thế nào ..cập nhập lên cảm thấy rất thích,2
VÕ HoÀNg ViỆT,"Mua được 1tháng mà bị lỗi toàn tập tự khởi động lại mà không có nguyên nhân,rồi treo máy thường xuyên.chạy chương trình lại cũng vậy phải đi bảo hành.không nên mua.lần đầu xài sắm sung mà thất vọng quá.đổi máy thì trầy xước nản vãi.",1
TrƯơNg HoÀNg Huy,"Sản phẩm tốt .pin ok .hiệu năng ổn .thích nhất là nhân viên phục vụ ,nhiệt tình lắm ,và tôi mua ở cà mau",5
HÒA,"Ai mua chơi game thì đừng nên mua 4g cực kỳ tệ, cãm ứng ko dk nhạy, máy bị lag, quay phim ko dk nét, chụp hình vs màn hình ổn",3
DƯơNg Minh DŨNg,Với tầm 7củ thì ko nên mua dòng này cái này đáng tầm 5 tỏi thôi ......... Nói về vân tay thì ko dc cho lắm lúc dc lúc không,3
Huynhtandat,"Quá tệ cho 1 sản phẩm of samsung cái j cũng yếu, chỉ có được viên pin nhưng được tuần lễ đầu rồi xong hết",1
Bi,"Nhận xét của mình về em này Màu trắng là oke nhất sang và nhìn đở rẻ tiền hơn 2 màu còn lại. Máy cực nhẹ và mỏng. Máy sài mình thấy rất ok mà. Sóng wifi hay 4g mình thấy cũng khá bình thường. Vân tay thì đã được cập nhật vá lỗi nó cũng phản hồi nhanh hơn. Ngón tay đặt vào chính xác thì nó mở thôi. Với giá tầm trung như này chỉ đc vân tay quang học chứ ko phải siêu âm nên ko thể nhạy bằng s10/s10+ đc. Loa thì to nghe cũng khá dễ chịu. Game pubg thì loa nhỏ vấn đề này khắc phục dễ dàng thôi đeo tai nghe vào là ok tất. Hiệu năng thì mình thấy cũng ở mức khá so với máy tầm trung của samsung mấy năm trước. ( trước đây mình rất ghét tầm trung của samsung chẳng con nào ra hồn từ j7 pro, j7 prime, j7 plus...) nhưng a50 thì mình thấy samsung đang rất tốt đấy chứ. Cam trước & sau chụp ngoài trời chi tiết lên tốt sáng lưu ảnh nhanh. Màn hình thì rất đẹp, đẹp hơn v15 f11 nhờ tấm nền spamoled. Về phần ổn định thì các bạn sài 2-3 ngày hoặc một tuần nên khởi động lại để giải phóng ram máy sẽ hoạt động ổn định hơn. Tóm lại, mình thấy ngon trong tầm giá của nhà samsung.",5
Quy,"Bắt wifi siêu kém, thua đt cũ xài 2 năm trước, pin 4000 để không vẫn xuống nhanh mặc dù mua được 2 ngày. Cảm thấy khá là thất vọng.",5
ĐỖ VĂN ĐÔNG,"Có 3 lỗi mà máy mình đang mắc phải.. 1 là 4g wifi rất kém, 2 là vân tay trong màn hình khá tệ lúc nhận lúc không , 3 là bị loạn cảm ứng.. để im k tác động gì mà máy vẫn tự click màn hình làm loạn hết máy lên.. nói chung là A50 trong tầm giá này ai khen chứ tôi giờ thấy thất vọng quá.. Samsung haizzz",3
TrẦN LÊ TuẤN Anh,Tốt lắm nha. Nhà mình có 1 máy và mình chơi hoài à . Sản phẩm rất là tốt. Chơi game ngon nữa cơ,5
LÊ NgỌC,"Chỉ được cái mã bề ngoài, cmr gì cho lắm mà chụp hình k rõ nét zoom ra bể tè le hột me ,tự dưng nhớ em j7 pro ghê",3
Tam,hối hận mua 2 giờ đem ra trã luôn sóng bắt đuợv 1 vach xài 2 sim thì mất sóng liên tụv pin không bằng vivo v15 đang xài thua xa.camera khá ai mua nên cân nhắc,1
NguyỄN Minh HoÀNg,Đánh giá của mình sau 3 ngày sdungj A50: Quá tuyệt vời. Mọi thứ đều ngon lành kl lỗi lầm gì cả. Đến nỗi mình ko dám cập nhật hđh android mới. Cảm ơn Samsung.,5
HỒNg PhÚC,"Thực sự là A50 sau bản cập nhật ngày 8-5 đã ổn định hơn nhiều r , khá là thích chiếc máy này , nhưng nếu nó được thiết kế bằng kim loại thôi thì cũng tuyệt hơn nữa mà tiếc là nhựa",5
Nam,"Tuyệt vời, sản phẩm tốt. Năm nay Samsung có thiết kế đột phá, máy cần cập nhật phần mềm xài mới tốt.",5
Skieu,"Qua 1 tháng sử dụng. Mọi thứ đều tốt trừ: Bắt wifi và 3g 4g rất kém.. mình trong thành phố mà bắt sóng kém quá trời... chơi liên quân qua ván thứ 2 là lác.. wifi ko thấy cục nào luôn... pubg cũng vậy, game online là cứ vậy. Cấu hình mạnh mà nó bắt sóng kém như vậy thì hỏi sao chơi game được. Nói chung samsung này bắt sóng rất kém. Tiếc tiền với tầm giá 7tr",3
TuẤN Anh,"Mới mua 35 ngày, tối đi ngủ cắm sạc, sáng dậy máy mất nguồn, bật nguồn không lên, rút sạc ra cắm lại không nhận",1
Thien,Đang định đặt mua mà thấy chê nhiều quá lại thôi@@... Các bác ai cho em hỏi tầm 7 cu mua con gì nhể,2
TuẤN KiỆT,Cảm ứng quá dở. Bắt wifi quá kém. Thua cã oppo a39 .. nói chung đánh giá là quá tệ. So với a7 của oppy thì thua xa. Lần s ko dám xài hàng samsung nữa đâu.. điện thoại hàng quốc kiểu như hàng nhái,1
TrƯờNg,K dùng k sao ngày dùng k đến 2 3 giờ cón tầm 35% pin. Thử youtobe 27 phút 10% gọi bên tổng đài bảo màn hình lớn phải tốn pin. So sánh vs j7 pro thì bảo màn to ăn pin thế pin hơn 800 để lzi bít tn trả mua,1
Quang Huy,Mọi thử đều ok nhưng có viên pin thì nhanh hết quá ạ...có ae nào bị giống tôi không v,4
Dg,"Máy m dùng hơn tháng mới thấy ok vì lúc này mới quen với cái vân tay. Góp ý các bạn nên cài vân tay 1, 2, 3 đều là 1 ngón, khi mở thì ấn nhẹ xuống chứ chạm k thấy nhạy. Và m xem phim dài tập trên yt hay tải về xem offline vừa k bị quảng cáo phiền + máy tải rất nhanh. M mua máy ở tgdd cổng Nam SEVT, nhân viên rất nhiệt tình, dịch vụ sau bán hàng tuyệt vời. M đi bảo hành tai nghe tặng kèm nhân viên vẫn tiếp đón như khi tới mua hàng vậy. Rất hài lòng! Thích bạn nhân viên trong ảnh",5
Hieu,Máy sử dụng rất tốt ok trong tầm giá Những ai chưa sử dụng qua vui lòng đừng phán linh tinh Dòng này rất ok nhẹ cho 5 sao cách phục vụ và tận tình,5
Bui Trong Nghia,Quá tệ .sản phẩm toàn lỗi wifi không nên mua nhé.ai mua rồi thì chia buồn nhé trong đó co mình..samsung làm aqn z mất khách,1
Nam,Máy tệ pin yếu chơi game lag thiết kế nhựa cảm giác cầm nắm hơi ọp ẹp không chắc chắn,1
TiẾN ThỌ,Mình mua máy đc 1 tuần rồi 25/4. Nhìn chung thì ok. Tuy nhiên máy bắt sóng 3g 4g quá yếu. Không biết có ai giống mình không?,3
Doan Vuong,Máy chơi game hay bị đứng máy là sao vậy máy mới chưa tới 1 tháng mới bị ngay hôm nay mấy bữa ko dùng máy,4
Tien,"Qua thất vọng về bin,vân tay không tốt chút nào. Đã dùng được một tuần.",1
HỒNg Hoa,"Mình mua SS A50 được 2 tháng. Mình thấy khá ổn tuy pin tụt nhanh chứ k trâu như quảng cáo, máy nóng. Điểm cộng cho thiết kế và camera. Đến nay thì điện thoại mình xuất hiện tình trang bàn phím bấm nhảy tứ tung. Hazz buồn!",3
NguyỄN HoÀNg DŨNg,Sản phẩm đẹp nhất về phân khúc tầm trung nhưng lỗi cảm biên vân tay kèm ứng dụng chậm 3/4g thu song kém. Kết luận được cái mã... Kiểu tốt Nước sơn bên trong gỗ tao lao,2
Tinhko_doithay,"Với mức giá này thì a50.vẩn ok,tuy vân tay ko nhạy.mọi thứ còn lại ok.máy bin chuẩn,ko nóng nhứ mấy bạn bình luận.wifi ok.chụp ảnh đẹp.mình chơi game cả đêm mà ko thấy nóng máy j cả.nói chung mỗi người mỗi ý.nhân viên thế giới di động nhiệt tình.",5
NguyỄN VĂN Anh,Mình mới mua hôm qua mà quảng cái pin máy 4000 khỏe mà sao nhanh hết pin . và vân tay thì k nhạy lúc đk lúc k . còn lâu lâu nó hiện cho phép và từ chối s ấn k ăn j như đơ máy z,2
LÊ DŨNg,"Giá giờ quá tốt, đọc comment thấy nhiều người đánh giá sóng 4G, wifi yếu mà không biết cách khắc phục. Mình chỉ các bạn trong 1 nốt nhạc nhé. Vào CH Play, gõ vào tìm kiếm từ: ANT Radio, sẽ hiện ra 2 mục ANT.... bấm cập nhật 2 mục này. Cập nhật xong khởi động lại máy và cảm nhận nhé",5
Ha ThƯơNg,Máy dùng tốt mà.nhưng vân tay hơi chậm.ảnh chụp cũng ngon.nói chung là cũng đc,5
Phong,1 sản phẩm mang lại nhiều yếu tố tốt như vậy thõa mãn được nhu cầu người dùng mà mấy bạn cứ chê thế này thế kia rồi lại đánh giá 1 sao nữa chứ... Nếu bạn chê thì ban đầu đừng mua sản phẩm và đừng chọn mức giá 7trieu là mức giá bạn xem như đt là cả thế giới.... mấy bạn cứ thử 1 lần lên S10+ xem.... hãy trải nghiệm và lúc đó bạn có còn đánh giá 1 sao ko,5
NguyỄN TuẤN KiỆT,Nếu anh em chơi game thì đừng mua.nhất là mấy bạn có mồ hôi tay.chỉ cần có gì ướt là thôi cảm ứng nhảy lung tung.nhìu khi chơi liên quân mà mún đập cái dt cho khuất mắt.,1
NguyỄN VĂN,"Máy lỗi tùm lum, loạn cảm ứng, pin yếu, wifi chập chờn, không nên mua đồ của samsung",1
Cao VĂN TuÂN,"mình dùng thấy OK mà, chơi LQ mượt, pin dùng bt cả ngày không hết.mỗi vân tay kém thôi, bod dùng khuôn mặt",5
Pham SƠN,Loa chán quá. Ko biết có nhanh hỏng ko. Pin sụt nhanh. Chưa dùng đc16 tiếng. Vân tay hơi kém,1
HoÀNg QuyÊN,"Mình mới mua máy dc 1 tuần thì thấy máy rất ổn , game nặng gần 4GB mà vẫn chạy rất mượt. Mà ad ơi , cho mình hỏi máy không có chế độ chụp hình liên tục à ?? Có ứng dụng chụp ảnh liên tục nào thay thế không ?",5
NguyỄN HoÀNg,"4g kém hơn cả j5.ram 4g mà cũng bình thường,chỉ được mỗi hình thức đẹp,pin tạm ổn",2
LÝ NgỌC GiÀU,"Mới mua về duoc 4 tiếng đồng hồ sóng còn có 2 gạch, quá tệ cho em đởi máy khác. Giá cao jon củng được, các anh chị hướng dẫn dùm",2
TUẤN Quang,Sản phẩm rất tốt pin dùng ok nói trung là tốt Các bạn lên chọn sản phẩm này,4
Nam,"Chơi game cực kỳ tệ hay bị drop fps, đứng hình, mau nóng, pin tụt nhanh. Lướt fb k mượt lắm. Mua đc 1 tuần hối hận v",1
NguyỄN ThÔNg,"Sản phẩm này cũng ổn nhưng cảm ứng ko tốt cho lắm, lướt web, chơi game...vv đều ổn",3
NguyỄN ThÔNg,"Sản phẩm A50 này cũng ổn, chơi game, lướt web,...vv cũng bình thường nhưng có 1 điều là cảm ứng có hơi ko ổn cho lắm, lúc dc lúc ko. Lần đầu sử dụng Samsung như vậy cũng hơi khó mà chấp nhận được. Nên mình chỉ đánh giá 3 sao.",3
SƠN,Sai lầm khi mua con mua trả góp nữa chứ giờ muốn đổi cũng khó sai lầm.máy 4g kem quá chơi liên quan ko đc luôn là sao pig giật thôi rồi nói chung là k ưng,1
SƠN,Thật sai lầm khi mua a 50 mang 4g j mà kém vậy chơi lien quân pig giật đùng đùng chan quá cùng là sim mạng 4g vn mobifone mà lắp sim vào máy đời thấp hơn chơi game mượt vậy mà a50 mang kem quá k hiểu luôn chắc tại máy chán thật mua đc 3 ngày mà k ưng ti nào,1
Kiet,Cảm biến vân tay yếu quá Mở đi mở lại mấy lần mới được. Với lại bàn phím Samsung khi nhắn tin Nó chạy loạn xạ hết,3
HuÂN,Sản phẫm quá chán. Lúc trước mình có xài oppo f9 nay đổi qua samsung thì bị đơ nhiều khi mess lại lag. Bắt wifi yếu vô cùng. Vân tay thì chậm kinh.,1
Minh Quy,"Cảm ứng chưa mượt lắm, vân tay chậm, còn lại tốt, cam nét, loa êm, màn đẹp. Còn muốn nói gì nữa",3
Vu Thi Dieu Linh,Moi mua dc 2 ngày .mẫu mã thi oke .nhanh hết pin .va cảm ưng vân tay quá tệ chạm 4.5 lần ma chua mơ dc muốn phẫn nộ 😡cam ung vân tay thua xa j7 .biết day la o mua rồi,3
NguyỄN Quang LỢI,"Máy có thiết kế đẹp, cam ngon, pin cũng khá tốt, vấn đề ở cái bắt sóng 4g cực tệ, trong thành phố mà cứ như ở trên núi vậy, cộng thêm cái vân tay ngu người nữa, túm lại sau 1 tuần sử dụng cảm thấy hơi hối hàn khí mua e nó",3
Trung,Máy hơi nóng khi xem youtube lướt fb.mong samsung co bản cập nhật cho trải nghiệt tốt hơn nữa,5
Phong,Câu hình ổn nhưng hao pin quá bất chế độ tiết kiệm pin nhưng ko đc 8tieng dự ko chơi game chỉ xem Youtube thôi,3
TrẦN VĨNh ThÀNh,Cho mình hỏi sao pin xạc lâu đầy quá xạc 6h mới đầy. Và mình đã bật chế độ xạc nhanh. Và tắt đi đều bị như vậy a,4
TrẦN VĨNh ThÀNh,Cho mình hỏi với pin 4000 sao nhanh hết quá. Với bộ sạc mình sạc 6h mới đầy. Dù đã bật tính năng sạc nhanh. Và tắt đi cũng vậy,1
PhÚC,"Mây thì quá ok r , nhân viên phục vụ nhiệt tình nữa ạ mua máy sài cõ 2 tuần rồi thì sau khi cập nhật phần mềm , mất lỗi giật màn hình quá tuyệt vời",5
PhẠM NgỌC ThẠCh,Đã có bản cập nhật phần mềm!chỉnh sửa lại VÂN TAY!Cảm thấy OK như mình mong đợi.Cảm ơn SamSung,5
Li,"Mua dc 2 ngày , cảm thấy nó xài ổn, tốt trong tầm giá ,pupg rất ok, cái gì cũng ok",5
LÊ VĂN Duy,"Lúc đầu sử dụng tôi cảm thấy điện thoại này có cảm biến vân tay khá chậm và không chính xác, bảo mật khuôn mặt cũng k Ok mấy. Nhưng sau bản cập nhật ngày hôm nay thì bảo mật vân tay siêu nhanh, khuôn mặt siêu chính xác. Trung thành với nhà Sam",5
PhÚC,"Sài mọi thứ đều ok cho đến khi tuần thứ 3 em sài thì thấy màn hình lúc mà bật lên thì hơi bị nháy nháy như đèn bị yếu điện và bị có lúc bị giật , loạn cảm ứng , đã quay clip lại thì có được đổi trải sản phẩm mới không ad ?",4
ThÀNh,"Điểm mạnh cua máy: màn hình đẹp, camera chụp nhanh hình ảnh cho ra trung thực rõ nét. Cấu hình mạnh cỡ S660. Thiết kế nam tính quyến rũ 3D lung linh mọi ánh nhìn , sạc nhanh tiết kiệm dc thời gian ..còn điểm hạn chế: vân tay quang học chưa nhạy..( nhưng nhận diện khuôn mặt thì khá nhanh)..chất liệu vỏ khung bằng nhựa.. pin đi nhanh nếu không bật tiết kiệm pin hoặc chế độ ban đêm..",5
Ksor Y ChƯNg,Mới mua máy dk 4 ngày..chơi liên quân mobile lag quá..kết nói dữ liệu kèm.. xin dk hỗ trợ,1
Minh ThƯ,"Mới mua sp chưa được 1 tháng. Cho mình hỏi mỗi lần xem phim trên web, đang xem thì nó tắt màn hình, phải kích vô lại. Thật là phiền phức. Mình k hiểu tại sao lại bị như thế. Mấy dòg điện thoại khác mình dùng thì k bị như thế. Mog chỉ mình cách khắc phục.",3
TÂM NguyỄN,Tính mua cái a50 mà mấy bác bình luận thấy bất mãng quá éo mún mua. Hay mấy bác hãng khác vào đánh giá kiểu vậy để k ai mua. Ai cho cái nhận xét thích đáng với,5
NH,"Đt gì mà sóng kém , bắt mạng 4g quá yếu, lên mạng và xem yutube thì chậm, nếu tải úng dụng hay game càng châm hơn nữa, chơi liên quân 4g bắt ko nổi tuột xuống 3g ln 1 trận giật, lạng 4, 5 lần sao chơi đây. Vãi đạn thiệt chứ thất vọng và sai lầm khi mua đt này.",1
NguyÊN VĂN ĐIep,"Đt bắt wfi vs 4g yếu quá, cảm ứng nhiều lúc k nhận vân tay thua con dt j4 của mình mới mua băt sống khoẻ hơn a50",1
PhÙNg VĂN PhÁT,Nói chung sản phẩm này e sài ok lắm k có vấn đề gì cả :) nên mua sài là ok lắm.,5
Quang XuÂN,"Xài được hơn 10 ngày...cảm ứng nhảy tùm lum, tự động tắt nguồn...Vân tay thì coi như bỏ...được mỗi cái xem youtube đẹp...hối hận khi mua A50...từ nay cạch mặt SamSung 😔",1
LÊ Trung,"Dùng tốt, màn hình amoled rất đẹp. Vân tay không tốt bù lại mở khóa gương mặt rất nhanh. Loa thì không hay cho lắm. Nhiều người nói sóng 4g yếu. Mình test thử trận liên quân thấy rất ổn không hề lag khi chơi 4g viettel. Không biết tại sao mấy bạn kia lại chê sóng yếu nữa.",5
NguyỄN ĐứC TuẤN,"Thất bại của Samsung . Phải nói tui phải bán lỗ 20% . WiFi không ổn định , nóng , háo pin , bảo mật kém ( cài vân tay , mẫu hình , khuôn mặt) vậy mà người khác cầm lên tự mở luôn , máy tự dưng bị đơ khi không sử dụng ứng dụng nào hết , màn hình tự nhiên tối xuống ( không dùng chế độ tự động điều chỉnh) phải tắt màn hình để vô lại , vân tay cùi bắp",3
HoÀNg,"Máy này nhanh hết pin lắm, Chạy chậm, sạc lâu, nói chung là mua xong ko hài lòng chút nào",3
TrƯơNg QuỐC ThÀNh,Mới mua ba ngày. Mai mồng một đầu tháng đem trả vì quá thất vọng Vân tay gần như vứt đi. Nhận diện khuôn mặt quá lâu. Liver giật tung quá thất vọng,1
