name,comment,star
NhẬT HẠ,máy tốt sài chất lượng. cam đẹp.game liên quân pubg mượt.Nhiều người chê là do họ mờ công nghệ. Sau khi cập nhật lên mọi thứ điều ok. Vân tay thì nên cài 2.3 cái cùng 1 ngón sẽ nhanh hơn . Nhưng cá nhân tôi thích nhận dạng khuôn mặt khá nhanh. Tiền nào của đó mua máy về lâu dài thì nên mua samsung . Còn mua đồ tq tiền nào của đó,5
Tran Thi Dien,"mình mua điện thoại sam sum A750 dùng được một tuần, mạng 4G hơi kém, chụp ảnh không đẹp lắm, còn lại mọi thứ ổn.Nhân viên phục vụ chu đáo.",4
NguyỄN VĂN Nam,"Kém chất lượng, dùng bị đơ. Màn hình lỗi. Không như Quảng cáo. Pin nhanh tụt nữa dù tắt wiffi",1
LÊ HuỲNh,"Mình xài đt samsung A50 mới mua 2 tuần. Mình có xài sim vinaphone và vietnammobie 4g. Nhưng mình cảm thấy sóng đt rất yếu. Và bật 4g thì chỉ hiện biểu tượng ""E"" cả 2 sim đều vây. Nhưng mình khởi động lại máy thì nó hiện ""4g"". Bỏ túi 1 thời gian lấy ra lại thấy ""E"". Máy mình bị lỗi gì vậy. Mình có nên đem bảo hành ko",3
CÔNg LỰC,"Ko biết các bạn thấy sao chứ điện thoại bản 128G này mh mới mua tuần trc sau một tuần sử dụng thì cảm thấy rất hài lòng, pin trâu, sạc nhanh, mọi game và ứng dụng chạy rất mượt dù để max cấu hình, sau khi mua mh cập nhật phần mềm cải thiện vân tay thì vân tay rất mượt, nó hơi delay khoản 0.5s so vs cảm ứng cơ vì nó dùng dươi màn hình, bạn phải để nó quét hết vân tay thì nó mới nhận nhanh đc, loa ngoài tạm đc, bật to thì hơi chói tai nhưng ko ai bật max loa cả, quét khuôn mặt bao nhanh luôn, camera tốt cả trc lẫn sau. Nói chung rất đáng để mua.",5
NguyỄN Thanh Phong,Có thể làm đơn khếu nại về samsung k ạ..và có nên hay k...tại vì mìh mua mấy A50 128GB dc 7 ngày và máy mất nhiều lỗi...lỗi về phần cứng phần mềm và mih cũg đã đỗi máy mới nhưng mà sài 1 2 ngày thì cũg mất lỗi như z....bỏ tiền mua máy r sài k dc vừa lòng thì lm s nếu đỏi máy khác thì phải lỗ 20% nếu lên đổi cái khác mà gặp trường hợp như vậy thì lm s hk lẽ dòng samsung A50 điều bị như vậy à tui thất vọng qua,4
LÊ HoÀI Nam,quá tốt trong tầm giá và nhiều trang bị công nghệ mới nhất hiện nay. pin trâu và màn hình hiển thị đẹp,5
MẠNh,"Mọi thứ dùng ổn trừ cái vân tay Đành chấp nhận đổi máy khác cũng vì lý do này, SS khiến mình quá thất vọng",3
DƯơNg DŨNg,"Mk đang dùng chiếc a50, tại sao nó hay xuất hiện quảng cáo vậy thỉnh thoảng thoảng xuất hiênn gây ức chế cho người dùng.",4
Kim TuyẾN,"Cẩn thận mua hàng Samsung , nhất là điện thoại dòng A, bảo hành đùn đẩy đổ lỗi khách hàng để né bảo hành, lỗi camera trước bắc khách thay toàn bộ linh kiện. Dịch vụ Samsung càng ngày đi xuống hãy cẩn trọng khi mua đt Samsung",1
HoàNg DƯơNg LỆ,Cho e hỏi e mới dùng máy đc hai tuần và ms cập nhật phiên bản mới đây thì sau một ngày máy cứ báo là sạc bị ẩm là sao ạ e đã để quạt cho khô công sạc nhưng ko đc phải tắt nguồn mới sạc được cho e hỏi có bị sao ko ạ,4
TrẦN ThÀNh LỘC,Cảm biến vân tay .. nói chung thua cái cảm biến của ss j7prime cái j7prime mua dc 3 năm mà cảm biến chỉ cần chậm vào là chưa dc 1s là mở khóa. Còn a50 128G thì thôi cảm biến k nhạy . Chạm vô thì để có khi 3s mới mở mã phải để hết ngón tay . Đánh giá là quá tệ,4
NguyỄN Thanh LÂM,Không giống như ai đã đánh giá Một nhận diện khuôn mặt siêu nhanh Hai mở khóa vân tay nhạy lắm Chơi game đồ họa bao nét Pin rất ok tiền nào của đó Mình đang sài bản độc quyền 128GB Cảm giác rất sướng 🤣,5
TriỆU QuỐC ĐạT,"Mua máy từ những ngày đầu. Đánh giá chung về cấu hình khá mượt, màn hình đẹp. Tuy nhiên khi nghe nhạc ở chế độ tắt màn hình hay bị tạm dừng, cảm biến vân tay chưa nhạy lắm",4
NguyỄN VĂN QuÝ,"Mình chỉ đánh giá về vần đề bảo mật và pin. Mình mới mua 1 cái A50 bản 128G tại TGDĐ được 11 ngày, mình cài bảo mật vân tay và mã pin, trong Smart Lock, mình tắt toàn bộ chức năng: phát hiện cơ thể; địa điểm tin cậy; thiết bị tin cậy; voice match. Tuy nhiên, khá nhiều lần mình đã nhấn nút nguồn (khóa máy) xong bỏ túi quần, xong khi rút ra thì điện thoại tự mở khóa, mặc dù mình chưa dùng mở bằng vân tay hoặc mã pin; và cũng nhiều lần máy tự mở khóa và chụp hình màn hình khi để trong túi quần. Về pin thì tốc độ sạc, cũng như thời gian sử dụng 1 lần sạc thì thua con J7-2016 (với mở số ứng dụng như nhau). Mình không phải tín đồ của chụp ảnh, hay game gì nên mình không gửi đánh giá về ảnh chụp đẹp hay không và tốc độ xử lý nhanh hay không nên dành cho các bạn khác đánh giá.",2
VÕ Thah VŨ,"Vân tây kém , khó sử dụng , có thể khắc phục dc ko, rất không hài lòng khi mua sản phảm này",2
NguyỄN VĂN Huy,"Qua 2 ngày sử dụng. Máy quá chán mạng kém, thỉnh thoảng mất không bắt được 4g, gọi điện tâm tịt. Lại bị mất loa không nghe được nhạc phải tắt đi bật lại mới được. Chán quá",1
HoÀNg,Mua 2 ngày bị đứng màng hình ra tiệm lại bảo độ ứng dụng ngầm cũng ráng chấp nhận xong Sài hơn 10 ngày thì thường bị lỗi nhận sóng lâu lâu lại hiện quảng cáo. nói chung là cảm thấy rất phí khi bỏ gần 8triệu để sở hữu con thừa cái Oppo a3s 32g cũ tôi sài rất nhiều.,1
Tran Mai,"Máy có đủ những gì mình mong muốn trong tầm giá. Máy rất đẹp, chất lượng tốt.....",5
NhÂN,"tầm giá này trải nghiệm điều chấp nhận được ngoài việc bắt sóng quá tệ, ss j7 pro còn bắt sóng tốt hơn nhiều",3
Leducthien,Tầm giá như z rất đáng đồng tiền.Còn hơn cả tuyệt vời vs mong đợi.Luôn ủng hộ sản phẩm samsung nhiều hơn nữa,1
TuẤN,Ram 4g ok . pin ổn . nói chung mấy bạn dính cái lỗi . phù hợp công việc . nói chung quá ok,5
HÂN,"Dùng được 1 ngày thấy máy sài ổn, pin lâu chỉ có điều vân tay không được nhạy lắm nhưng vẫn tạm được, để từ đêm đến sáng nếu tắt wifi và độ sáng màng hình thì chỉ tốn cỡ 3% pin à 👍👍👍",5
DƯơNg DŨNg,Mk trả góp bằng thẻ atm 💳 có cần thêm thủ tục j ko ạ . nếu cần thì cần những j ạ.,4
NguyỄN VĂN MẠNh,"Có nhiều đánh giá chê chắc do các bạn quá kì vọng. Mình cũng đã mua máy đc 4 ngày. Pin bình thường. Sử dụng thì phải tuột, để qua đêm mất 1-3% tắt hết ứng dụng. Camera biết chụp thì đẹp, không biết căn chỉnh này nọ thì xấu. Chụp đêm hơn máy ios rất nhiều. Thực sự thì lúc đầu mình rất là băn khoăn khoản pin tuột nhanh khi đọc các bình luận. Vì trước đó mình có mua máy a5 k làm gì để qua đêm tuột 18-20% . Mình đem lại hãng samsung nv kĩ thuật test máy rồi cho mình tờ xấy xác nhận lỗi pin. Mang qua tgdd đổi máy mới trong 1 tháng đầu. Nên từ đó mình rất tin tưởng các chính sách của tgdd. Điểm trừ duy nhất là không lắp đc thẻ nhớ cùng lúc sim",5
VŨ,"Máy đẹp nhưng chỉ vậy. giá chưa hợp lý..rẻ nữa đi cho tiện thay đổi máy..... cuối cùng chỉ thấy iPhone là đỉnh. ..mệt samsung, tốt mã rả đám thôi.",4
HỒ QuÝ Ly,Hơi bi hài nhưng tôi cài vân tay sau đó bỏ trong túi rồi bị khoá hơn 1200 phút. Này thì vân tay trong màn hình,1
Vu Kieu HƯNg,"Sóng rất yếu, khóa bảo mật bằng vân tay nhưng bấm nút nguồn là mở được luôn, khóa màn hình mà bỏ túi cứ hay tự mở rồi nóng cả cái túi quần, chưa thấy điểm hài lòng nào ! Ủng hộ hàng Việt Nam mà nản lòng quá 😖😖😖😖",1
